image,formula
val_003426.png,\delta \phi _ { 1 } = 6 \bar { \sigma }
val_003427.png,"\int d \sigma ^ { - } J ^ { + } = 0 , \mathrm { ~ a n d ~ } \int d \sigma ^ { - } \gamma ^ { I } [ X _ { I } , \theta _ { R } ] = 0 ,"
val_003428.png,"[ x ^ { i } , x ^ { j } ] = i \, \theta ^ { i j } \, ,"
val_003429.png,"S _ { P } = - \frac { 1 } { 4 \pi \alpha ^ { ' } } \int d z d \bar { z } \, \partial X ^ { \mu } \bar { \partial } X ^ { \nu } \eta _ { \mu \nu } \; ."
val_003430.png,"\Phi _ { i } ( p _ { \alpha } , q ^ { \alpha } ) = 0 , \hspace { . 5 i n } ( i = 1 , \cdots , N ) ,"
val_003431.png,R = \alpha ( t ) ^ { 2 } + 2 x ^ { 2 } \alpha { ' } ( t ) ^ { 2 } + 2 x \alpha { ' ^ { \prime } } ( t )
val_003432.png,"J = \frac 1 2 \, { J _ { n } } ^ { p } \, g _ { p m } \, d x ^ { n } \wedge d x ^ { m } = i \, g _ { a \bar { b } } d z ^ { a } \wedge d \bar { z } ^ { \bar { b } } \, ,"
val_003433.png,O _ { S } ( k ) = e _ { s _ { 1 } } ( k ) \int O ( k _ { 1 } ) \Delta _ { s _ { 2 } } ( k - k _ { 1 } ) d k _ { 1 } .
val_003434.png,d _ { \chi ( \lambda ) } ( H + \omega + \lambda d _ { \chi } ( i _ { \chi } g ) ) = 0
val_003435.png,{ \cal H } = d a \ e ^ { B } + { \textstyle \frac { 1 } { 2 \pi \alpha ^ { \prime } } } C + { \textstyle \frac { 1 } { 2 \pi \alpha ^ { \prime } } } { \textstyle \frac { m } { 2 } } e ^ { 2 \pi \alpha ^ { \prime } { \cal F } ( e ) } \omega ( e ) .
val_003436.png,"A _ { i } ( x , y , z ) = g ( x , y , z ) ^ { - 1 } \frac { \partial } { \partial x ^ { i } } g ( x , y , z )"
val_003437.png,\sigma _ { n } ^ { ( 2 ) } ( z ) = i ^ { n + 2 } e ^ { - i z } \left( - S _ { n } ( i z ) + S _ { n } ^ { ' } ( i z ) \right) .
val_003438.png,"\Phi ( x ^ { \mu } , { \tilde { x } } ^ { 1 1 } ) = \sum _ { n = - \infty } ^ { \infty } \Phi _ { n } ( x ^ { \mu } ) e ^ { i n { \tilde { x } } ^ { 1 1 } / { \tilde { r } } } ,"
val_003439.png,\phi = - \operatorname { l n } \left[ \frac { \Lambda } { 2 n } r \left[ \left( \frac { r } { a } \right) ^ { n } + \left( \frac { a } { r } \right) ^ { n } \right] \right]
val_003440.png,"\tilde { \tau } = \tau _ { 1 } + \frac { \tau _ { 2 } - \tau _ { 1 } } { \pi } \sigma \ \ , \ \ \tilde { \sigma } = \frac { \pi } { \tau _ { 2 } - \tau _ { 1 } } ( \tau _ { 2 } - \tau ) \ ."
val_003441.png,\phi _ { \pm } = \frac 1 2 \phi ( 1 \mp \gamma _ { 5 } ) = \phi _ { \pm } ^ { A } I _ { \pm } ^ { A } .
val_003442.png,"\vec { V } _ { m } ^ { \prime } = \vec { V } _ { m } - g \sqrt { \frac { 2 } { 3 } } ( 0 , A _ { m } , 0 ) ^ { T } - 2 \bar { \psi } _ { m } \vec { \tau } \chi"
val_003443.png,\phi _ { 2 } = { \frac { \phi _ { 0 } \; a ^ { 2 } \; 2 a t } { ( t ^ { 2 } - r ^ { 2 } - a ^ { 2 } ) ^ { 2 } + 4 a ^ { 2 } t ^ { 2 } } } .
val_003444.png,"A ( \chi ) = 2 \pi a f _ { \kappa } ( \chi ) ,"
val_003445.png,"A ^ { \prime \prime \prime \prime } + A ^ { \prime \prime } + { c } _ { 1 } A ^ { 2 } - { c } _ { 2 } A ^ { \prime } A ^ { \prime \prime \prime } + { c } _ { 3 } A ^ { 2 } = \eta \, \varepsilon ^ { 2 } ,"
val_003446.png,"b ( D \psi _ { k } [ J ] ) = 0 \; \; \; k \geq 1 ,"
val_003447.png,\nabla _ { \mu } P ^ { \alpha \mu } = 0 .
val_003448.png,N ^ { B } = \sum _ { m = 1 } ^ { \infty } \alpha _ { - m } \; \alpha _ { m }
val_003449.png,"P _ { \zeta } ( k ) \, = \, { \frac { k ^ { 3 } } { 2 \pi ^ { 2 } } } | \zeta | ^ { 2 } \, \sim \, p k ^ { 3 - 2 \nu } \, ."
val_003450.png,\delta m ^ { 2 } = \frac { \lambda m ^ { 2 } } { 3 2 \pi ^ { 2 } } \left\{ \frac { 2 } { \epsilon } + \operatorname { l n } { \frac { 4 \pi \mu ^ { 2 } } { m ^ { 2 } } } - \gamma + 1 \right\}
val_003451.png,"\gamma ^ { [ a _ { n } . . . a _ { 1 } ] } \gamma ^ { [ b _ { 1 } . . . b _ { m } ] } \gamma ^ { [ a _ { 1 } . . . a _ { n } ] } = c _ { n , m } \gamma ^ { [ b _ { 1 } . . . b _ { m } ] }"
val_003452.png,j \cdot { \cal H } _ { R } ( \mathrm { w e d g e } ) \not = { \cal H } _ { R } ( \mathrm { o p p . w e d g e } )
val_003453.png,"( \forall x \in N _ { A } , \forall \eta \in B ) ~ ~ \beta ( x _ { \eta } ^ { - 1 } x g _ { A } x ^ { - 1 } x _ { \eta } ) = I ."
val_003454.png,b _ { j } = \sum _ { i } \alpha _ { j i } ^ { * } a _ { i } - \beta _ { j i } ^ { * } a _ { i } ^ { \dag } .
val_003455.png,v _ { s } = 4 J s a _ { 0 } ( 1 + \lambda ) ^ { \frac { 1 } { 2 } }
val_003456.png,\dot { \rho } = - 3 \left( { \frac { \dot { a } } { a } } \right) ( \rho + p ) \; .
val_003457.png,"a \frac { d } { d a } \langle \chi ( x _ { 1 } , z _ { 1 } ) \ldots \chi ( x _ { 4 } , z _ { 4 } ) \rangle _ { a } = 0 ."
val_003458.png,{ \frac { 6 x } { ( 1 - x ) ^ { 4 } } } - { \frac { 2 x ^ { 4 } } { ( 1 - x ) ^ { 4 } } } - { \frac { 8 x ^ { 3 } } { ( 1 - x ) ^ { 3 } } } .
val_003459.png,"\Gamma _ { \hat { A } } = ( i \gamma _ { \hat { \alpha } } \otimes \Gamma _ { 7 } , 1 \otimes \Sigma _ { \hat { a } } )"
val_003460.png,"C \approx f ^ { 2 } - \frac { { \dot { f } } ^ { 2 } } { 2 \Lambda ^ { 2 } } ,"
val_003461.png,"[ \psi _ { + } ^ { \dagger } ( x , t ) , \psi _ { + } ( x ^ { \prime } , t ) ] _ { + } = \hbar \delta ( x - x ^ { \prime } ) ."
val_003462.png,d _ { h } | \Omega _ { l } > = d _ { h } ^ { \dagger } | \Omega _ { l } > = 0
val_003463.png,"\{ q , P \} = 1 \; ; \; \; \; \; \; \{ q , q \} = \{ P , P \} = 0 \; ,"
val_003464.png,"\stackrel { . } { \phi ^ { A } } \approx 0 ,"
val_003465.png,\delta ( u ) = \sum a \i 1 ^ { 1 } \cdots a \i 1 ^ { k } \o a \i 2 ^ { 1 } \cdots a \i 2 ^ { k } .
val_003466.png,"\omega = - \frac { \kappa } { 2 } \, \omega _ { \mathrm { S a m } } ."
val_003467.png,"C ^ { I _ { 1 } I _ { 2 } . . . I _ { m } } = T r \, ( C ^ { I _ { 1 } } C ^ { I _ { 2 } } . . . C ^ { I _ { m } } ) , \quad ( m \geq 3 )"
val_003468.png,"s - \operatorname* { l i m } _ { \delta \rightarrow \infty } O ( H , H _ { 0 } ) T ( \delta ) \rightarrow \mathbf { 1 }"
val_003469.png,"\widetilde { A } ^ { \prime \prime } + 2 \widetilde { h } \widetilde { A } ^ { \prime } + k ^ { 2 } \widetilde { A } = 0 \, ,"
val_003470.png,"\dot { \xi } _ { i } + { \frac { \lambda } { 2 \pi } } \partial _ { i } \Phi ( x ) \xi _ { j } \dot { \xi } _ { j } = 0 \, ."
val_003471.png,"I m \big ( P _ { \iota } \big ) _ { U } \: = \: { \cal V } ( U ) , \hspace { 0 . 7 c m } U \subset U _ { \iota } ."
val_003472.png,"\left[ F \left( x \right) , \pi _ { i _ { 1 } \cdots i _ { p - 2 k } } \right] \approx 0 , \; k = 1 , \cdots , b ,"
val_003473.png,"V ^ { \mathrm { e f f } } ( \sigma , \overline { { \sigma } } ) = \frac { 1 } { \xi g ^ { 2 } } \sigma ^ { a }"
val_003474.png,"^ 2 S = \frac { 1 } { 8 } \int d \rho d z \rho T r \left[ ( J ^ { M } ) ^ { 2 } \right] ,"
val_003475.png,"\frac { \partial F ( \phi , 0 ) } { \partial \phi _ { n } } = 0 \; ,"
val_003476.png,"\left[ H , \overline { { \gamma } } _ { a } ^ { ( 2 ) i } \right] = g \frac { \delta W _ { a b } } { \delta \varphi _ { c } } A _ { 0 } ^ { b } \overline { { \gamma } } _ { c } ^ { ( 2 ) i } ."
val_003477.png,"F ( T ) \simeq C T \operatorname { l n } ( T / Q ) , \quad T \to \infty ,"
val_003478.png,\tilde { D } _ { m } ^ { * } \tilde { D } _ { m } \vert _ { \mathrm { k e r } ( \tilde { D } _ { m } ) ^ { \perp } } = ( \Delta - 2 m - \frac { 2 } { 3 } m ^ { 2 } ) \vert _ { \mathrm { k e r } ( \tilde { D } _ { m } ) ^ { \perp } }
val_003479.png,"\{ \Gamma _ { \mu } , \Gamma _ { \nu } \} = 2 \eta _ { \mu \nu } { \bf 1 } \; \; \; \mu = 1 , \ldots , D"
val_003480.png,e ^ { - S ^ { I } ( J ) } = \int { \cal D } a _ { \mu } e ^ { - S ( a ) - i \int d ^ { 3 } x ~ J _ { \mu } a ^ { \mu } } \; .
val_003481.png,"= \mathrm { D e t } ^ { * } ( P ^ { + } P ) ~ \operatorname* { d e t } ( Q _ { s } , \mu _ { n } ) \operatorname* { d e t } ( \bar { \mu } _ { n } , \bar { Q } _ { s } ) ."
val_003482.png,R _ { \ \mu r \nu } ^ { r } = G ^ { r r } R _ { r \mu r \nu } = - \frac { 1 } { \lambda ^ { 2 } } \nabla _ { \nu } ( \lambda \partial _ { \mu } \lambda ) .
val_003483.png,\mu _ { B } ^ { 2 } = \frac \mu 2 \operatorname { c o t } \left( \frac { \pi b ^ { 2 } } 2 \right)
val_003484.png,"\phi = \left\{ \partial _ { 0 } X ^ { M } , X ^ { N } \right\} \, + \varepsilon ^ { s r } \partial _ { s } \left( \partial _ { 0 } A _ { k } g ^ { k t } F _ { r t } \right) = 0"
val_003485.png,\delta ( q ) = \varphi ^ { + } ( q ) - \varphi ^ { - } ( q ) = - 2 \operatorname { a r c t a n } q + C u t
val_003486.png,J = \epsilon _ { i j } ( x _ { i } \pi _ { j } ^ { x } + q _ { i } \pi _ { j } ^ { q } )
val_003487.png,\tau _ { D W } = 2 \left| \Delta W \right|
val_003488.png,"J ^ { A } \phi _ { A } \, = \, \overline { \psi } \eta \, + \, \overline { \eta } \psi \, + \, J ^ { \mu } A _ { \mu }"
val_003489.png,{ \cal L } _ { 0 } = \sum _ { k = 0 } ^ { s } { \cal L } _ { 0 } ( \Phi ^ { k } )
val_003490.png,"\xi = \frac { \omega } { 3 \omega _ { 0 } } \gamma ^ { - 3 } \; ,"
val_003491.png,s = - \frac 1 2 \left( \alpha - p + 4 \beta \right) .
val_003492.png,"\hat { S } ( \theta ) = \prod _ { n = - \infty } ^ { \infty } \frac { \operatorname { t a n h } ( \theta - i \pi x + n \omega + \sigma ) / 2 } { \operatorname { t a n h } ( \theta + i \pi x + n \omega + \sigma ) / 2 } \, ."
val_003493.png,"\operatorname* { l i m } _ { \ell \rightarrow 0 } \{ x \} _ { \theta , \ell } ^ { \sigma } = \{ x \} _ { \theta } ^ { \sigma } \, ."
val_003494.png,T = T _ { 2 } - \partial _ { z } ^ { 2 } \phi = ( \partial _ { z } \phi ) ^ { 2 } - \partial _ { z } \psi \psi - \partial _ { z } ^ { 2 } \phi .
val_003495.png,"\frac { 4 \pi } { L _ { p } ^ { 3 - d } \, ( d - 1 ) } \, \sigma = \frac { \pm \dot { a } \, \alpha \, t ^ { \alpha - 1 } + ( a \, \, t ^ { \alpha } ) ^ { - 1 } } { [ 1 - ( \dot { a } \, \, t ^ { \alpha } ) ^ { 2 } ] ^ { 1 / 2 } } \, \, ."
val_003496.png,"B ( N ) = f ( 2 - \theta f ) ( 2 c _ { 1 } N + ( c _ { 0 } + c _ { 1 } ) \theta ) ,"
val_003497.png,"B ( C ^ { \prime } ) = \operatorname { e x p } - i \tilde { e } \int \int _ { \Sigma _ { C ^ { \prime } } } \mathrm { } ^ { * } \! F _ { i j } d \sigma ^ { i j } ,"
val_003498.png,\xi ^ { A } = \xi ^ { A } ( t - z ) \; \; \; o r \; \; \; \xi ^ { A } = \xi ^ { A } ( t + z )
val_003499.png,\sum _ { j = 1 } ^ { n } q ^ { \rho _ { j } - 2 ( n - j ) } \Lambda _ { j } ^ { 1 / 2 } \mu _ { j } ^ { - 1 / 2 } { \cal X } ^ { j } { \cal X } ^ { - j } = - \frac { 1 } { a ^ { 2 } } ~ .
val_003500.png,{ \cal L } = - \frac { \mu ^ { 2 } } { 4 } F _ { \mu \nu } ^ { 2 } + \frac { \kappa } { 2 }
val_003501.png,G _ { 1 2 3 } ^ { 3 } = - \frac { 1 } { e } \frac { \delta W } { \delta V _ { 2 1 3 } } .
val_003502.png,"\sigma ( \omega , p ) = \left( \frac { \lambda } { 2 \pi } \right) ^ { 2 } \omega \Delta _ { R } ( \omega , p ) ."
val_003503.png,\epsilon ^ { 0 i j k } \partial _ { i } F _ { j k } = 4 \pi \delta ^ { ( 3 ) } ( x ) .
val_003504.png,"{ \mathcal Z } ( A ) \; = \; { \mathcal J } _ { \xi } \; \; \times \; \; { \mathcal K } _ { \xi } \; \; \times \; \; { \mathcal Z } \left[ ( 1 - \xi ) A \right] \; ,"
val_003505.png,\bar { g } _ { a b } = \sqrt { 2 \pi } \bar { \sigma } e ^ { \frac { \bar { y } ^ { 2 } } { 2 \bar { \sigma } ^ { 2 } } } g _ { a b } .
val_003506.png,"\hat { \sigma } ^ { i j } { } _ { m n } = < S ^ { - 1 } \theta _ { m } { } ^ { j } , T ^ { i } { } _ { n } >"
val_003507.png,{ \cal { A } } = c _ { 1 } \frac { \Gamma ( t ) \Gamma ( s ) } { \Gamma ( 1 + s + t ) } ( s a _ { 1 } - t a _ { 2 } ) \delta ^ { p + 1 } ( p _ { 1 } + p _ { 2 } )
val_003508.png,Z _ { \mathrm { N P } } = \sum _ { N } e ^ { - E ( N ) T } - \sum _ { N } e ^ { - E _ { 0 } ( N ) T } .
val_003509.png,"A _ { i } B _ { i } \equiv ( g ^ { - 1 } ) ^ { i j } A _ { i } B _ { j } , \quad \partial ^ { 2 } \equiv ( g ^ { - 1 } ) ^ { i j } \partial _ { i } \partial _ { j } ,"
val_003510.png,"{ \widetilde G } _ { ( 3 ) } = d C _ { ( 2 ) } - { \frac { \alpha ^ { \prime } } { 4 } } \left[ \omega _ { 3 Y } - \omega _ { 3 L } \right] \ ,"
val_003511.png,"\Gamma _ { a b } = \omega _ { a b } + e _ { b } \, \iota _ { X _ { a } } Q - e _ { a } \, \iota _ { X _ { b } } Q - \eta _ { a b } Q ."
val_003512.png,"\sum _ { \rho \in \Delta _ { + } } g _ { \rho } \operatorname { c o t } ( \rho \! \cdot \! \bar { q } ) \, \rho _ { j } = 0 , \quad j = 1 , \ldots , r ,"
val_003513.png,"X ( s ) \equiv ( \delta \rho ) ^ { 1 / 2 } ( I - s ( \rho - I ) ) ^ { - 1 } ( \delta \rho ) ^ { 1 / 2 } \, ."
val_003514.png,\displaystyle p = \frac { \beta ^ { 2 } } { 8 \pi - \beta ^ { 2 } } = \frac { 1 } { 2 R ^ { 2 } - 1 } \: .
val_003515.png,| F _ { M } | = \frac { 1 } { \sqrt { S + \bar { S } } } e ^ { \frac { 1 } { 4 } ( 1 - C ^ { 2 } ) } | \tilde { W } | .
val_003516.png,{ \frac { 1 } { L _ { 3 } } } \int { \frac { d x } { ( b ^ { 2 } + x ^ { 2 } ) ^ { 5 / 2 } } } = { \frac { 1 } { L _ { 3 } } } { \frac { 4 } { 3 b ^ { 4 } } }
val_003517.png,"g = \left( \begin{array} { c c } { a } & { b } \\ { c } & { d } \\ \end{array} \right) , \hspace { . 5 i n } a d - b c = 1 ."
val_003518.png,\eta _ { \mu } ^ { 0 } = \operatorname { l o g } \frac { \kappa _ { \mu } } { 4 a _ { \mu } ^ { 2 } } .
val_003519.png,{ \cal L } = { \cal L } _ { 0 } ^ { N = 2 } + \sum _ { i } t _ { i } \int \phi _ { i } ^ { ( 2 ) }
val_003520.png,T r \phi _ { \{ i _ { 1 } } \cdot \cdot \cdot \phi _ { i _ { k } \} } - \mathrm { t r a c e s }
val_003521.png,"b ^ { ( 1 , 1 ) } = 3 , \hspace { 2 c m } b ^ { ( 2 ) } = - [ 4 ( \Delta + \theta ) + 2 ] ,"
val_003522.png,"G ( \omega , \vec { k } ) = - \frac { \phi _ { 1 } f _ { 2 } \partial _ { r } \phi _ { 2 } ^ { ( - ) } - \phi _ { 2 } ^ { ( - ) } f _ { 1 } \partial _ { r } \phi _ { 1 } } { \phi _ { 1 } f _ { 2 } \partial _ { r } \phi _ { 2 } ^ { ( + ) } - \phi _ { 2 } ^ { ( + ) } f _ { 1 } \partial _ { r } \phi _ { 1 } } \ ."
val_003523.png,T _ { 0 } ( x ^ { 7 } ) = \left( \begin{array} { c c } { T _ { 0 } ( x ^ { 7 } ) 1 _ { 4 \times 4 } } & { 0 } \\ { 0 } & { - T _ { 0 } ( x ^ { 7 } ) 1 _ { 4 \times 4 } } \\ \end{array} \right)
val_003524.png,\int \frac { d \Omega } { \sqrt { f _ { 0 } ^ { 2 } / ( 2 + 2 q ) + k ^ { 2 } \Omega ^ { 2 + 2 q } } } = \int d y
val_003525.png,"{ \cal F } _ { V , p } \{ K \} = \int _ { p \times p } \mathrm { d } X e ^ { - \mathrm { t r } V ( X ) + \mathrm { t r } K X } ."
val_003526.png,"\mathcal { S } _ { Y M } ( A ) = \frac 1 { 4 m } t r \int d ^ { 3 } x F _ { \mu \nu } F ^ { \mu \nu } \; ,"
val_003527.png,"D ^ { \mu } \, { \tilde { B } } _ { \mu } ^ { ( j , \pm ) } = 0"
val_003528.png,"\langle \, \chi ^ { 2 } ( x ) \, \rangle _ { \mathrm { s o l } } = G ( x ; x ) \; ,"
val_003529.png,\begin{array} { r c l } { d s ^ { 2 } } & { = } & { d s ^ { 2 } ( \mathrm { A d S } _ { 2 } \times \mathrm { S } ^ { 2 } ) + d x ^ { 2 } } \\ { C _ { m n x } } & { = } & { C _ { m n } ( \mathrm { A d S } _ { 2 } \times \mathrm { S } ^ { 2 } ) } \\ \end{array}
val_003530.png,"( { \bf u } , { \bf v } ) = \int g _ { i j } ( \phi _ { 0 } ) u ^ { i } v ^ { j } \, d ^ { 2 } x"
val_003531.png,"T _ { n } ^ { + } = - k \delta _ { n } ^ { 0 } , \ \ \ \ T _ { n } ^ { 3 } = 0"
val_003532.png,"\phi _ { ( i j k l ) } = 2 9 4 , \quad \psi _ { \dot { a } ( i j ) } = 2 2 4 _ { - }"
val_003533.png,"\Lambda _ { \zeta } ^ { 2 } = \mu ^ { 2 } e ^ { - \frac { 4 \pi ^ { 2 } } { g ^ { 2 } } } ,"
val_003534.png,"C _ { 1 } \, \zeta _ { \lambda } ( { \bf p } ; { \alpha } , { \bf n } ) = ( 1 + \alpha ^ { 2 } - 1 / 4 ) \, \zeta _ { \lambda } ( { \bf p } ; { \alpha } , { \bf n } ) ,"
val_003535.png,"J ^ { ( 3 ) } ( 3 ; 1 , 1 , 1 ) = - \frac { \mathrm { i } \pi ^ { 2 } } { 2 m _ { 1 } m _ { 2 } m _ { 3 } } \; \frac { \Omega ^ { ( 3 ) } } { \sqrt { D ^ { ( 3 ) } } } ,"
val_003536.png,( U _ { R } S _ { 0 } + i S _ { 0 } U _ { R } ( - ) ^ { F } ) \mid h ^ { \pm } \rangle = 0
val_003537.png,\gamma _ { \rho \sigma \mu \nu } ^ { ( 2 ) } = g _ { \rho \sigma } g _ { \mu \nu } - g _ { \rho \mu } g _ { \sigma \nu }
val_003538.png,\overline { { \cal F } } \sim \sum _ { l ^ { \prime } } \delta ( \omega ^ { \prime } \gamma + \Delta E ) \; . \overline { { \cal F } } \sim \sum _ { l ^ { \prime } } \delta ( \omega ^ { \prime } \gamma + \Delta m )
val_003539.png,"\beta = i \partial X ^ { + } , \quad \gamma = - i X ^ { - } ."
val_003540.png,"F ( b ) \ = \ e ^ { b _ { i j } \, x _ { i } \otimes x _ { j } } \, ."
val_003541.png,"\Delta S ^ { ~ \bullet } = \beta \left( { \frac { \partial r _ { + } } { \partial \beta } } \left. { \frac { \partial W _ { 1 } ^ { ~ \bullet } } { \partial r _ { + } } } \right| _ { \beta , r _ { B } } \right) _ { \alpha = 1 } ~ ~ ~"
val_003542.png,V \approx \frac { m } { 4 \pi } g ^ { 2 } \{ ( 1 + \frac { m ^ { 2 } } { 8 M ^ { 2 } } ) \phi + \frac { m ^ { 2 } } { 4 M ^ { 2 } } \mathrm { \boldmath ~ \sigma ~ } ^ { ( 1 ) } \cdot \mathrm { \boldmath ~ \sigma ~ } ^ { ( 2 ) } \phi \}
val_003543.png,T _ { H } = ( 4 \pi ) ^ { - 1 } ( \frac { d g } { d x } ) _ { x = x _ { h } } = \frac { a B } { 4 \pi ( 1 - 2 \kappa C ) }
val_003544.png,\Phi _ { a } = - D _ { n } \Pi _ { a } ^ { n } - { \varphi _ { a b } } ^ { k } c ^ { b } \pi _ { k } ~ .
val_003545.png,"\omega = \omega ( X , \bar { X } ) _ { A _ { 1 } \ldots A _ { p } , \bar { A } _ { 1 } \ldots \bar { A } _ { q } } d X ^ { A _ { 1 } } \ldots d \bar { X } ^ { \bar { A } _ { q } }"
val_003546.png,\widetilde H = \frac { 1 } { 2 } \int d x ( \widetilde \pi ^ { - } + 2 e \widetilde \varphi ) ^ { 2 }
val_003547.png,V _ { | | } ( t ) \equiv P H Q U ( t ) [ U _ { \parallel } ( t ) ] ^ { - 1 } P .
val_003548.png,"E = M + \sum _ { n \ge 2 } \int _ { \Sigma } d ^ { 3 } x ( N ^ { ( 0 ) } H ^ { ( n ) } + N _ { i } ^ { ( 0 ) } H ^ { i ( n ) } ) ,"
val_003549.png,"\Delta ^ { 2 } ( k , a _ { e n t e r } ) \propto a _ { e n t e r } ^ { 4 } k ^ { ( n + 3 ) } \propto k ^ { ( n - 1 ) }"
val_003550.png,{ \cal { L } } _ { - } = \frac { m } { 2 } { \dot { y _ { i } } } ^ { 2 } - \frac { B } { 2 } \epsilon _ { i j } y _ { i } \dot { y _ { j } }
val_003551.png,"\{ \hat { g } , \hat { B } , \hat { \phi } , \hat { T } , \hat { C } _ { ( 1 ) } ^ { + } , \hat { C } _ { ( 3 ) } ^ { + } , \hat { C } _ { ( 1 ) } ^ { - } , \hat { C } _ { ( 3 ) } ^ { - } \} \, ,"
val_003552.png,p _ { n } ^ { 0 } = \frac { ( 2 n + 1 ) \pi } { \beta }
val_003553.png,"\operatorname { e x p } \left[ \sum _ { a < b } \frac { i } { 2 } \bigl ( k _ { a } \times k _ { b } \bigr ) \bigl ( 2 \tau _ { a b } - \epsilon ( \tau _ { a b } ) \bigr ) \right] ,"
val_003554.png,T _ { u ( 1 ) } ^ { W S } = { \sum _ { i = 1 } ^ { 2 0 } } { [ J _ { u ( 1 ) } ^ { i } ] } ^ { 2 }
val_003555.png,"\partial _ { u } G ( u + \pi , u ^ { \prime } ) = \partial _ { u } G ( u , u ^ { \prime } )"
val_003556.png,\langle a _ { l m } a _ { l ^ { \prime } m ^ { \prime } } ^ { * } \rangle = C _ { l } \delta _ { l l ^ { \prime } } \delta _ { m m ^ { \prime } }
val_003557.png,"\partial _ { ( \mu } k _ { \nu ) } ( x ) - \frac 1 D \eta _ { \mu \nu } \partial _ { \rho } k ^ { \rho } ( x ) = 0 \, ."
val_003558.png,"I _ { \psi } = 2 \pi \int _ { \gamma ( a ) } \psi ,"
val_003559.png,"G _ { \varepsilon } ^ { ( n l ) } ( \zeta ) = \overline { { G } } _ { \varepsilon } ^ { ( n l ) } ( \zeta ) \prod _ { 1 \leq i < j \leq N } g ( z _ { i } / z _ { j } ) \prod _ { j = 1 } ^ { N } \zeta _ { j } ^ { j - N } ,"
val_003560.png,"\Omega _ { \rho } + \Omega _ { k } + \Omega _ { \Lambda } + \Omega _ { \sigma } + \Omega _ { \lambda } = 1 \, ."
val_003561.png,"d s ^ { 2 } \sim - d \tau _ { \pm } ^ { 2 } + \, \tau _ { \pm } ^ { 2 } d \chi _ { \pm } ^ { 2 } + R ( r _ { \pm } ) ^ { 2 } d \Omega ."
val_003562.png,"E _ { + n } \rightarrow { \mathrm { C o n s t } } + \frac { | e B | } { m } ( n + { \frac { 1 } { 2 } } ) - \frac { e B } { 2 m } ,"
val_003563.png,"T _ { \mu \nu } = ( \wp _ { \mathrm { e f f } } + \varrho _ { \mathrm { e f f } } ) U _ { \mu } U _ { \nu } + \wp _ { \mathrm { e f f } } g _ { \mu \nu } ,"
val_003564.png,\mathrm { t r } _ { \rho _ { 1 } \times \rho _ { 2 } } e ^ { i F } = \left( \mathrm { t r } _ { \rho _ { 1 } } e ^ { i F } \right) \left( \mathrm { t r } _ { \rho _ { 2 } } e ^ { i F } \right)
val_003565.png,"Z \equiv \frac { R ^ { 4 } } { \rho _ { + } ^ { 2 } \rho _ { - } ^ { 2 } } , \; \; \ \ \ \ \ \ \Omega = \left[ \frac { \rho _ { - } ^ { 2 } } { \rho _ { - } ^ { 2 } + \rho _ { c } ^ { 2 } } \right] ^ { 2 }"
val_003566.png,"d _ { x } ^ { 2 } \omega = \left( d \circ i _ { x } + i _ { x } \circ d \right) \omega = { \cal L } _ { x } \omega = 0 ,"
val_003567.png,"H ^ { 2 } = { \frac { 1 6 \pi G } { n ( n - 1 ) } } \rho + { \frac { 2 } { n ( n - 1 ) } } \Lambda - { \frac { k } { a ^ { 2 } } } ,"
val_003568.png,"{ \frac { \ddot { S } } { S } } = q _ { 0 } = { \frac { \dot { S } ^ { 2 } } { S ^ { 2 } } } + { \frac { k } { S ^ { 2 } } } ,"
val_003569.png,"R _ { A } ^ { B } = 8 \pi G _ { D } ~ \tau _ { A } ^ { B } ,"
val_003570.png,"\Gamma _ { k } [ \phi ] \equiv \widehat { \Gamma } _ { k } [ \phi , \phi ] ."
val_003571.png,"f ( x , y ) \; = \; \sum _ { n _ { 2 } } \, \left[ \, ( n _ { 2 } - x ) ^ { 2 } \, + \, y ^ { 2 } \, \right] ^ { - 1 } \; ,"
val_003572.png,"L _ { 0 0 } \rightarrow L ^ { \prime } = L _ { 0 0 } + \int _ { V } d ^ { 3 } { \bf x } ( C ( x ) , \nabla _ { k } ( A ) \dot { A } ^ { k } )"
val_003573.png,S [ q ] = 1 / 2 \int d ^ { 2 } x ~ \left[ ( \partial _ { 0 } q ) ^ { 2 } - ( \partial _ { 1 } q ) ^ { 2 } - 2 \Lambda e ^ { q } \right] .
val_003574.png,"\psi ~ \rightarrow ~ \displaystyle { e ^ { \frac { \mu } { 1 2 } ( \gamma ^ { 1 4 } + \gamma ^ { 2 3 } - \gamma ^ { 5 6 } ) t } \psi \, . }"
val_003575.png,\operatorname* { l i m } _ { \beta \rightarrow \infty } \; \operatorname* { l i m } _ { m \rightarrow 0 ^ { - } } \langle { \bar { \psi } } \psi \rangle _ { \beta } = \operatorname* { l i m } _ { \beta \rightarrow \infty } \; \operatorname* { l i m } _ { m \rightarrow 0 ^ { + } } \langle \bar { \psi } \psi \rangle _ { \beta } = \frac { e B } { 4 \pi } \; .
val_003576.png,"V _ { c o } = N \left( A + 2 \pi C ( g , N ) + 2 \pi N g D ( g , N ) \right)"
